epoch,train_loss,val_loss,val_acc,lr,epoch_time_s
1,0.506851498897259,0.21892191753387452,0.9438,0.0009990133642141358,40.27665376663208
2,0.32581588846665843,0.20973067281246185,0.945,0.000996057350657239,39.04904580116272
3,0.3078281956265795,0.23101413552761077,0.939,0.0009911436253643444,39.137431144714355
4,0.27689799568761786,0.3196124427080154,0.9112,0.0009842915805643156,39.00989270210266
5,0.2025432720822826,0.5951136612892151,0.8398,0.0009755282581475769,39.09561491012573
6,0.11197947791414044,0.9360698028564454,0.7586,0.0009648882429441258,39.214380979537964
7,0.07422998067830024,0.8539680729866028,0.7824,0.0009524135262330099,38.98441004753113
8,0.058339945244950446,1.0162118101119995,0.7402,0.0009381533400219318,39.02099275588989
9,0.0460666617819047,0.9873717447280884,0.7482,0.0009221639627510075,39.17516374588013
10,0.04482311585074306,0.9600253750801087,0.7536,0.0009045084971874736,39.227460861206055
11,0.04033099103750836,0.9645171502113342,0.7564,0.0008852566213878945,39.154043197631836
12,0.03801142481922509,0.9766573782920838,0.7556,0.0008644843137107056,39.21080040931702
13,0.03279718457644227,0.8023780130386352,0.7872,0.0008422735529643443,39.17275929450989
14,0.028136185046678086,0.9032887557983399,0.7726,0.0008187119948743448,39.11282682418823
15,0.028169830167862425,1.0860182039260864,0.7224,0.0007938926261462366,39.145554065704346
16,0.025942323867369582,0.7827817409515381,0.806,0.0007679133974894982,39.1419939994812
17,0.027096524187217752,0.953942133808136,0.7588,0.0007408768370508576,39.21487593650818
18,0.02310365788702272,1.026524511528015,0.7334,0.0007128896457825362,39.01560163497925
19,0.023394357251199732,0.9391719673156739,0.7666,0.0006840622763423389,39.12762522697449
20,0.022735401505121478,1.0967367366790772,0.7244,0.0006545084971874735,38.96605086326599
21,0.021055598217898455,0.7592090032577514,0.8038,0.0006243449435824271,39.22031879425049
22,0.02171355857118497,0.9572670818328858,0.7552,0.0005936906572928622,38.9944372177124
23,0.020970798994380015,0.9367649198532104,0.7484,0.000562666616782152,39.09983015060425
24,0.018122512677371333,1.0085387725830077,0.73,0.0005313952597646566,39.21709728240967
25,0.01856504326574823,0.8778002925872803,0.7582,0.0004999999999999998,39.157551765441895
26,0.018074235539257185,1.0753297733306886,0.7202,0.00046860474023534314,39.0006365776062
27,0.01768726868252469,1.0705906757354737,0.7168,0.00043733338321784774,39.03288817405701
28,0.016633876716118424,0.9147850685119628,0.7546,0.00040630934270713756,39.04274797439575
29,0.015304435162600714,0.9369289982795715,0.7562,0.00037565505641757246,39.130964517593384
30,0.016554172386938012,1.0059033878326415,0.7332,0.00034549150281252633,39.119497776031494
31,0.014766447247401346,1.076862511253357,0.7222,0.00031593772365766105,39.10047149658203
32,0.01422646173018633,0.8963139894485473,0.7644,0.00028711035421746355,39.01299691200256
33,0.014294836828034063,0.8059775752067566,0.7886,0.0002591231629491422,39.01762294769287
34,0.014652618623611934,0.8624951383590699,0.7744,0.00023208660251050145,39.041250705718994
35,0.013208548680340548,0.8889153022766113,0.7654,0.00020610737385376337,39.10208535194397
36,0.01289678576065392,0.8909900169372559,0.765,0.00018128800512565502,39.16523623466492
37,0.013074348317167358,1.0265514835357665,0.7256,0.00015772644703565555,39.16724610328674
38,0.013031503699051265,0.7325983793258667,0.8146,0.00013551568628929425,39.22545552253723
39,0.012962520202128297,0.963612728691101,0.7462,0.00011474337861210535,39.06575632095337
40,0.012375052965264715,0.8117887515068054,0.7926,9.549150281252626e-05,39.0306830406189
41,0.0130792982223579,1.020106451034546,0.7256,7.783603724899252e-05,39.10705542564392
42,0.012389028800433858,1.0385831300735473,0.7292,6.184665997806817e-05,39.12250852584839
43,0.012633816803410183,0.880778577041626,0.772,4.7586473766990294e-05,39.16996359825134
44,0.012292612175539433,0.9426791680335999,0.7562,3.5111757055874305e-05,39.0454957485199
45,0.011980563698023387,1.1644542264938353,0.6952,2.4471741852423218e-05,39.016684770584106
46,0.012050310660556935,0.9719846321105957,0.7526,1.5708419435684507e-05,39.17747759819031
47,0.013131473156387395,0.9488909426689148,0.7518,8.856374635655634e-06,39.00275182723999
48,0.012869973093844377,1.0338455810546876,0.7252,3.942649342761115e-06,39.04797697067261
49,0.012422740272381622,0.9709270750045776,0.7448,9.866357858642198e-07,39.14961767196655
50,0.012520010694543011,1.024876763534546,0.732,0.0,39.10530972480774
