epoch,train_loss,val_loss,val_acc,lr,epoch_time_s
25,0.3506342096631004,0.6002136447906494,0.8028,0.0853553390593274,38.64077854156494
26,0.3325084984896869,0.5007041683197021,0.8332,0.08422735529643446,38.657023429870605
27,0.33246942386667955,0.5634852238178253,0.8132,0.08306559326618262,38.708951234817505
28,0.3294624784308621,0.6098834445476532,0.8146,0.08187119948743452,38.84756422042847
29,0.31902578413656296,0.4923354357242584,0.8366,0.08064535268264886,38.8242621421814
30,0.3147878417601952,0.42802830529212954,0.8582,0.0793892626146237,38.87748599052429
31,0.3187138874221731,0.48388565516471865,0.8458,0.07810416889260657,38.80330538749695
32,0.30593108867647983,0.45958696269989013,0.8462,0.07679133974894986,38.852325439453125
33,0.30070071240775603,0.43392712383270265,0.855,0.0754520707875186,38.85301971435547
34,0.2949291477006385,0.3960832200527191,0.8716,0.0740876837050858,38.82007431983948
35,0.28934473181382203,0.5119283103942871,0.842,0.07269952498697738,38.72187042236328
36,0.27955514977970014,0.4077408194541931,0.8702,0.07128896457825366,38.67999863624573
37,0.2807779106234553,0.3965535140991211,0.874,0.06985739453173906,38.65244460105896
38,0.2731426941321107,0.4472530894756317,0.8576,0.06840622763423394,38.820345640182495
39,0.2697956629543223,0.36888390169143676,0.8802,0.06693689601226462,38.73721766471863
40,0.2676806028964173,0.42031683287620547,0.8652,0.06545084971874741,38.71135640144348
41,0.25946175122362936,0.3178001400947571,0.8942,0.06394955530196152,38.69033694267273
42,0.24977668451193052,0.34854335951805115,0.8852,0.062434494358242776,38.75976324081421
43,0.2470739612042734,0.398305460357666,0.8688,0.06090716206982718,38.836658000946045
44,0.24191326389030854,0.4097816210269928,0.867,0.05936906572928628,38.8465838432312
45,0.2354593913567032,0.4346495746135712,0.872,0.05782172325201159,38.80344820022583
46,0.22852003079788638,0.42720259695053103,0.8616,0.056266661678215264,38.81137824058533
47,0.22805154467919614,0.3914628385543823,0.8744,0.05470541566592575,38.81972360610962
48,0.22413810109056298,0.38080281476974487,0.8788,0.053139525976465714,38.85875391960144
49,0.2116393405742455,0.36179183378219604,0.8862,0.05157053795390645,38.792797327041626
50,0.2102680515996751,0.3612559559822083,0.8858,0.05000000000000004,38.75229573249817
51,0.1983410604191981,0.36423942580223084,0.8916,0.04842946204609362,38.78399729728699
52,0.19402710467237352,0.3486948168754578,0.8888,0.04686047402353437,38.81827735900879
53,0.19080008519680752,0.34764384388923647,0.8928,0.045294584334074316,38.790231227874756
54,0.18131442132413897,0.3610084140777588,0.8884,0.043733338321784825,38.67721080780029
55,0.17756475877558064,0.36608069190979003,0.8858,0.042178276747988484,38.62262511253357
56,0.16711345682201903,0.332438334107399,0.8912,0.0406309342707138,38.6253559589386
57,0.16679405423141272,0.3442025704860687,0.888,0.039092837930172916,38.648146867752075
58,0.15957076806161138,0.4254499894618988,0.872,0.037565505641757285,38.785390853881836
59,0.15036537298704483,0.3633274354457855,0.885,0.03605044469803857,38.784499406814575
60,0.14375789723547436,0.3224084910154343,0.901,0.034549150281252675,38.773171186447144
61,0.14040480048907789,0.3015551414489746,0.9048,0.03306310398773546,38.697354555130005
62,0.13341827103682394,0.32136071376800535,0.9074,0.031593772365766146,38.636232137680054
63,0.122925511388867,0.3222935727119446,0.901,0.030142605468260992,38.68938398361206
64,0.1197699120114332,0.3762608748912811,0.8914,0.028711035421746394,38.68155884742737
65,0.10771351652564826,0.3836437532901764,0.8842,0.027300475013022688,38.71902060508728
66,0.11215548844015666,0.2671590153217316,0.9182,0.025912316294914254,38.712655782699585
67,0.09726093507814951,0.30033107025623323,0.9128,0.02454792921248146,38.74476408958435
68,0.09274452369118857,0.30403624749183655,0.909,0.02320866025105018,38.76727223396301
69,0.08983969965424293,0.2790235339164734,0.9154,0.021895831107393487,38.7727370262146
70,0.07260684345840898,0.26779219822883604,0.9208,0.02061073738537637,38.66186857223511
71,0.0698267209988374,0.2735415675878525,0.917,0.01935464731735119,38.57290816307068
72,0.0672131245186356,0.3219762622833252,0.9076,0.018128800512565532,38.56302523612976
73,0.059785830493793525,0.28483937611579896,0.9202,0.016934406733817433,38.6300208568573
74,0.04949877342538234,0.2577500149726868,0.9274,0.01577264470356558,38.66390085220337
75,0.04253825672405992,0.2771814896583557,0.9242,0.014644660940672643,38.66125440597534
76,0.04102077045109112,0.2570625048398972,0.9288,0.013551568628929448,38.680251598358154
77,0.038273126730679445,0.26571501688957216,0.9274,0.012494446518477033,38.70006227493286
78,0.027737071406642808,0.28543439490795136,0.9236,0.011474337861210555,38.7143771648407
79,0.025956210475998727,0.24188402631282807,0.9382,0.01049224938121549,38.765273571014404
80,0.02166629517172328,0.2498362133026123,0.9326,0.009549150281252642,38.76186227798462
81,0.017470755583826887,0.23574176387786866,0.9352,0.008645971286271922,38.76828336715698
82,0.015361207895222362,0.21325054752826691,0.9434,0.007783603724899264,38.71598529815674
83,0.013045277356626493,0.22136715780496596,0.9418,0.006962898649802819,38.78873610496521
84,0.008373365182949608,0.21131955862045287,0.943,0.0061846659978068265,38.7662672996521
85,0.007063609542938061,0.20716516618728636,0.9452,0.005449673790581615,38.712451696395874
86,0.004767333184888963,0.21386198415756225,0.946,0.004758647376699036,38.71044039726257
87,0.004411704684050483,0.20841630222797394,0.9458,0.004112268715800957,38.72681641578674
88,0.003947357049621801,0.21402731246948242,0.9438,0.003511175705587435,38.70247554779053
89,0.0036245328657782804,0.2070554602742195,0.9434,0.0029559615522887295,38.7559711933136
90,0.0034216346994952493,0.20560166462659835,0.9438,0.0024471741852423253,38.78524732589722
91,0.002817403717315424,0.207110973238945,0.944,0.0019853157161528537,38.77013444900513
92,0.0028410701522606284,0.205667768907547,0.9446,0.0015708419435684529,38.8084135055542
93,0.002574120708071279,0.20105266228914262,0.9448,0.0012041619030626347,38.78496766090393
94,0.002786734773236144,0.20414652707576753,0.9458,0.0008856374635655646,38.73445796966553
95,0.0024826970658506507,0.2022307424068451,0.9456,0.0006155829702431174,38.79794931411743
96,0.0023209211117046703,0.20146909832954407,0.9468,0.00039426493427611206,38.694111585617065
97,0.002231674687903735,0.20163801889419555,0.9464,0.00022190176984600036,38.562047243118286
98,0.0021285206136529857,0.2031499605536461,0.946,9.866357858642213e-05,38.606659173965454
99,0.0024448158804849956,0.20035618435144426,0.9462,2.4671981713420017e-05,38.74147915840149
100,0.0022489432677655794,0.20177834815979004,0.9456,0.0,38.808833599090576
