epoch,train_loss,train_cls_loss,train_mmd,val_mean_acc,val_mean_f1,val_worst_f1,epoch_time_s,val_photo_acc,val_photo_f1,val_art_painting_acc,val_art_painting_f1,val_cartoon_acc,val_cartoon_f1
1,1.9936709095589558,1.9375002336739309,nan,0.23442332706800428,0.07716285935464016,0.0516017316017316,46.84195685386658,0.3056379821958457,0.12369637027171274,0.22141119221411193,0.056190476190476187,0.1762208067940552,0.0516017316017316
2,1.9576181754544006,1.9182843367258708,nan,0.26244542631361867,0.11124032864709171,0.06970046082949309,34.94472074508667,0.3590504451038576,0.17065050263728193,0.22871046228710462,0.06970046082949309,0.19957537154989385,0.09337002247450009
3,1.9415574524533097,1.8886909538240575,nan,0.29495738425048673,0.1478630756650526,0.10031225604996097,35.433083057403564,0.39465875370919884,0.1946111778044551,0.24817518248175183,0.10031225604996097,0.24203821656050956,0.14866579314074166
4,1.9672310494664889,1.9221451169815822,nan,0.2163709539571662,0.050625574118375226,0.04192546583850932,35.83166551589966,0.258160237388724,0.05862533692722372,0.21897810218978103,0.05132591958939264,0.17197452229299362,0.04192546583850932
5,1.9444968985087836,1.9064574965197056,nan,0.2163709539571662,0.050625574118375226,0.04192546583850932,35.57586693763733,0.258160237388724,0.05862533692722372,0.21897810218978103,0.05132591958939264,0.17197452229299362,0.04192546583850932
6,1.808994560692441,1.684643642819343,nan,0.3787420617845478,0.22007243202283933,0.21519323117821498,36.175625801086426,0.4391691394658754,0.21519323117821498,0.35523114355231145,0.2233996060158441,0.34182590233545646,0.22162445887445886
7,1.5844450726437924,1.3657594495151766,nan,0.6220012457080012,0.5414965983108343,0.4484714928393089,35.36750555038452,0.6913946587537092,0.6045307234266867,0.5206812652068127,0.4484714928393089,0.6539278131634819,0.5714875786665072
8,1.2954641055704943,0.9682352839417718,nan,0.7053071750288415,0.6819423872040185,0.5800913572059371,36.08405804634094,0.7566765578635015,0.7026704463335538,0.6034063260340633,0.5800913572059371,0.7558386411889597,0.7630653580725648
9,0.9399980653577776,0.5712168898748521,nan,0.8490726483705201,0.8430492666067432,0.7803973094094682,35.90986967086792,0.9020771513353115,0.8771229795473434,0.781021897810219,0.7803973094094682,0.8641188959660298,0.8716275108634178
10,0.7157011379056902,0.38303622707205626,nan,0.879439130035768,0.8779024761041284,0.8322600216986749,35.97522592544556,0.9169139465875371,0.8997739637771777,0.829683698296837,0.8322600216986749,0.89171974522293,0.9016734428365331
11,0.552681909420004,0.2594583479140825,nan,0.8835228222501481,0.8786129886882535,0.8448759530802874,36.009217500686646,0.913946587537092,0.8995508239829985,0.8491484184914841,0.8448759530802874,0.8874734607218684,0.8914121890014747
12,0.4837859503887779,0.2088395757368993,nan,0.9076207404848525,0.9038519373929882,0.8717456726214431,36.14862298965454,0.9258160237388724,0.9120611053621445,0.8734793187347932,0.8717456726214431,0.9235668789808917,0.927749034195377
13,0.4016543005903562,0.15630134808557544,nan,0.925237515876201,0.9217131970407394,0.892107506335563,36.62672972679138,0.9525222551928784,0.9420336871816682,0.8953771289537713,0.892107506335563,0.9278131634819533,0.9309983976049871
14,0.3173994571341211,0.1065802270342684,nan,0.9180369171098329,0.9171936745518838,0.8881514047782747,35.712095975875854,0.9406528189910979,0.9300269972061811,0.8856447688564477,0.8881514047782747,0.9278131634819533,0.9334026216711958
15,0.3271854003492872,0.10393091181376532,nan,0.9187778179851472,0.9171339756470053,0.8829554084413928,36.01038885116577,0.9495548961424333,0.9394861691226613,0.8832116788321168,0.8829554084413928,0.9235668789808917,0.9289603493769621
16,0.27229717720429697,0.08169418677516208,nan,0.9334973634588467,0.931227498809687,0.9097116147708544,35.93715000152588,0.9584569732937686,0.9503636320855053,0.9099756690997567,0.9097116147708544,0.9320594479830149,0.9336072495727015
17,0.2425309969714625,0.0644359035806647,nan,0.9338951297685568,0.9297641821537614,0.8965772049563502,35.77539777755737,0.9584569732937686,0.950315570945823,0.902676399026764,0.8965772049563502,0.940552016985138,0.9423997705591113
18,0.1956420428309571,0.04545563364526563,nan,0.9328312363343038,0.9300601324346781,0.9045538471795436,35.9226598739624,0.9525222551928784,0.9425905487426912,0.9075425790754258,0.9045538471795436,0.9384288747346072,0.9430360013817999
19,0.18842258432240627,0.037754996682039986,nan,0.928311946400434,0.9235819964027479,0.905945478877949,35.99990653991699,0.9347181008902077,0.9224840916667795,0.9075425790754258,0.905945478877949,0.9426751592356688,0.9423164186635152
20,0.19711584670107757,0.039249723854785167,nan,0.9297736061443973,0.9275480478563728,0.8928412225705374,36.03208136558533,0.9406528189910979,0.932105656503143,0.8953771289537713,0.8928412225705374,0.9532908704883227,0.9576972644954377
21,0.1791240883926254,0.029258987978123943,nan,0.9411242707087535,0.9388851335896896,0.9173183338832936,35.84440875053406,0.9673590504451038,0.9621839959450578,0.9197080291970803,0.9173183338832936,0.9363057324840764,0.9371530709407178
